學年度,學期別,課號,永久課號,課程名稱,人數上限,上課時間,上課教室,學分,時數,開課教師,所屬系所名稱,選別,開課系所
101,2,5583,IOF5085,企業評價,9999,2EFG,M101,3,3,王淑芬,財務金融碩博士班,必修,財務金融碩博士班
101,2,5584,IOF5087,公司治理,9999,2CDX,M-b09,3,3,葉銀華,資訊管理與財務金融系,選修,財務金融碩博士班
101,2,5585,IOF5094,博士班論文研討,9999,3EF,M102,0,2,王克陸,財務金融碩博士班,必修,財務金融碩博士班
101,2,5586,IOF5100,財金理論與實務(二),9999,3EF,M101,1,1,黃星華,資訊管理與財務金融系,必修,財務金融碩博士班
101,2,5587,IOF5101,博士班論文研討(二),9999,3EF,M102,1,1,王克陸,財務金融碩博士班,必修,財務金融碩博士班
101,2,5589,IOF5109,國際金融服務管理,9999,5FGH,M101,3,3,俞明德,資訊管理與財務金融系,選修,財務金融碩博士班
101,2,5590,IOF5114,金融機構專題(博),30,4CDX,M102,3,3,葉銀華,資訊管理與財務金融系,必修,財務金融碩博士班
101,2,5591,IOF5115,創業與籌資,80,4IJK,M101,3,3,鍾惠民,財務金融碩博士班,選修,財務金融碩博士班
101,2,5592,IBA1021,組織行為專題,9999,7BCD,,3,3,鄧東濱,經營管理研究所,必修,高階主管管理碩士學程
101,2,5593,IBA1023,中國大陸企業管理研究,9999,7HYI,,3,3,任維廉,運輸與物流管理學系,選修,高階主管管理碩士學程
101,2,5594,IBA1031,財務策略與管理,9999,6BCD,,3,3,葉銀華,資訊管理與財務金融系,必修,高階主管管理碩士學程
101,2,5595,IBA1033,公司治理,9999,6BCDEFG,,3,3,丁克華,高階主管管理碩士學程,必修,高階主管管理碩士學程
101,2,5596,IBA1034,中國大陸投資法律環境與實務,9999,6HYI,,1,1,王文杰,高階主管管理碩士學程,選修,高階主管管理碩士學程
101,2,5597,IBA1041,行銷策略與管理,9999,7EFG,,3,3,陳光華,高階主管管理碩士學程,必修,高階主管管理碩士學程
101,2,5598,IBA1072,企業法律專題,9999,6EFG,,3,3,林志潔,科技法律研究所,必修,高階主管管理碩士學程
101,2,5599,IBA2001,資訊與管理專題,9999,7BCDEFG,,3,3,劉敦仁,資訊管理研究所,必修,高階主管管理碩士學程
101,2,5600,IBA2011,生產策略與管理,9999,6BCDEFG,,3,3,李榮貴,工業工程與管理學系,必修,高階主管管理碩士學程
101,2,5602,IMS2319,自我領導,20,2IJK,M105,3,3,蕭嬋,管理科學系,選修,管理學院碩士在職專班-管科組
101,2,5603,IMS2345,新產品開發與設計,50,1IJK,,3,3,朱博湧,管理科學系,選修,管理學院碩士在職專班-管科組
101,2,5605,IMS5348,品牌競爭策略,9999,3IJK,M205,3,3,陳曙光,管理科學系,選修,管理學院碩士在職專班-管科組
101,2,5606,IMS5349,供應鏈管理,9999,3IJK,M301,3,3,姜齊,管理科學系,選修,管理學院碩士在職專班-管科組
101,2,5608,IMS5508,消費者行為,9999,3IJK,M105,3,3,張家齊,管理科學系,選修,管理學院碩士在職專班-管科組
101,2,5609,IMS5516,財務管理,40,5IJK,M205,3,3,蔡璧徽,管理科學系,必修,管理學院碩士在職專班-管科組
101,2,5610,IMS5600,人力資源管理,9999,4IJK,M205,3,3,王耀德,管理科學系,選修,管理學院碩士在職專班-管科組
101,2,5611,IMS7305,資訊管理,9999,6BCD,M205,3,3,胡念祖,管理科學系,必修,管理學院碩士在職專班-管科組
101,2,5613,IEM5324,供應鏈管理,9999,3IJK,MB405,3,3,陳文智,工業工程與管理學系,選修,管理學院碩士在職專班-工管組
101,2,5614,IEM5339,決策分析,9999,7BCDEFG,MB520,3,3,李榮貴,工業工程與管理學系,選修,管理學院碩士在職專班-工管組
101,2,5615,IEM5591,作業研究及應用,9999,2IJK,MB405,3,3,洪暉智,工業工程與管理學系,選修,管理學院碩士在職專班-工管組
101,2,5617,IIM5262,資訊經濟,9999,4IJK,MB311,3,3,李永銘,資訊管理研究所,選修,管理學院碩士在職專班-資管組
101,2,5618,IIM5298,領導與統御,45,2IJK,MB312,3,3,楊千,經營管理研究所,選修,管理學院碩士在職專班-資管組
101,2,5620,IIM5535,資料庫管理系統,9999,4IJK,MB312,3,3,劉敦仁,資訊管理研究所,必修,管理學院碩士在職專班-資管組
101,2,5621,IIM5557,商用資料通訊,9999,2IJK,MB311,3,3,羅濟群,資訊管理研究所,選修,管理學院碩士在職專班-資管組
101,2,5622,IIM6618,金融投資策略分析與個案研討,9999,5IJK,MB312,3,3,陳安斌,資訊管理研究所,選修,管理學院碩士在職專班-資管組
101,2,5623,IIM6653,電子商務,9999,1IJK,MB304,3,3,蔡銘箴,資訊管理研究所,必修,管理學院碩士在職專班-資管組
101,2,5627,ITM5097,鑑識與安全科技管理,9999,3IJK,A308,3,3,李承龍,科技管理研究所,選修,管理學院碩士在職專班-科管組
101,2,5628,ITM5115,知識管理與創新變革,9999,4IJK,A722,3,3,陳永隆,科技管理研究所,選修,管理學院碩士在職專班-科管組
101,2,5629,ITM5137,企業策略與社會責任,9999,3IJK,A722,3,3,黃仕斌,科技管理研究所,選修,管理學院碩士在職專班-科管組
101,2,5630,ITM5143,企業資源規劃,9999,6BCD,A701,3,3,李宗耀,科技管理研究所,選修,管理學院碩士在職專班-科管組
101,2,5631,ITM5144,高階管理專題業界講座(二),9999,5IJK,A701,3,3,張寶誠,科技管理研究所,選修,管理學院碩士在職專班-科管組
101,2,5632,ITM5145,創業管理專題,9999,4IJK,A701,3,3,胡秋江,科技管理研究所,選修,管理學院碩士在職專班-科管組
101,2,5633,ITM5331,碩士論文研究,9999,6IJK,A701,3,3,洪志洋,科技管理研究所,必修,管理學院碩士在職專班-科管組
101,2,5634,ITM5585,統計學,9999,2IJK,A303,3,3,唐麗英,工業工程與管理學系,必修,管理學院碩士在職專班-科管組
101,2,5635,ITM5748,產業分析與創新,9999,1IJK,A701,3,3,徐作聖,科技管理研究所,選修,管理學院碩士在職專班-科管組
101,2,5636,ITM5814,財務策略與管理,9999,3IJK,A701,3,3,洪志洋,科技管理研究所,必修,管理學院碩士在職專班-科管組
101,2,5637,ITL5347,行政法,9999,3IJK,A103,3,3,林欣柔,科技法律研究所,選修,管理學院碩士在職專班-科法組
101,2,5638,ITL5375,中國大陸企業法制,9999,6BCD,MB,3,3,張世柱,科技法律研究所,選修,管理學院碩士在職專班-科法組
101,2,5639,ITL5379,民法(五):親屬與繼承,9999,6FGH,A103,3,3,林三元,科技法律研究所,選修,管理學院碩士在職專班-科法組
101,2,5640,ITL5383,證據法,9999,7CDXEFG,TD,3,3,吳巡龍,科技法律研究所,選修,管理學院碩士在職專班-科法組
101,2,5642,ITL5407,智財訴訟實務講座,9999,2IJK,MB,2,2,蔡惠如,科技法律研究所,選修,管理學院碩士在職專班-科法組
101,2,5643,ITL5431,民事訴訟法(二),9999,5IJK,MB,3,3,許美麗,科技法律研究所,選修,管理學院碩士在職專班-科法組
101,2,5644,ITL5441,刑事訴訟法(二),9999,4IJK,MB,3,3,邱忠義,科技法律研究所,選修,管理學院碩士在職專班-科法組
101,2,5645,ITL5453,民法物權,9999,2IJK,A103,3,3,陳在方,科技法律研究所,選修,管理學院碩士在職專班-科法組
101,2,5646,ITL5460,美國智慧財產權案例研析,9999,6FGH,A104,3,3,劉尚志,科技法律研究所,選修,管理學院碩士在職專班-科法組
101,2,5647,ITL5467,英美法導論(英文授課),9999,1IJK,MB,3,3,王敏銓,科技法律研究所,必修,管理學院碩士在職專班-科法組
101,2,5648,ITL5469,專題討論(四),9999,6XE,A104,0,1,薛景文,科技法律研究所,必修,管理學院碩士在職專班-科法組
101,2,5649,ITL5474,民法債編各論,9999,6BCD,A103,3,3,江浣翠,科技法律研究所,選修,管理學院碩士在職專班-科法組
101,2,5650,ITL5483,訴訟實務書狀撰寫,9999,5IJK,MB,3,3,陳鋕雄,科技法律研究所,選修,管理學院碩士在職專班-科法組
101,2,5651,ITL5488,法學英文寫作,9999,1IJK,A103,3,3,高士偉,科技法律研究所,選修,管理學院碩士在職專班-科法組
101,2,5653,ITL5495,歐盟法,9999,6FGH,ES806,3,3,薛景文,科技法律研究所,選修,管理學院碩士在職專班-科法組
101,2,5654,ITL5528,智權契約與授權,9999,4IJK,ES806,3,3,王仲,科技法律研究所,選修,管理學院碩士在職專班-科法組
101,2,5655,ITL5529,資訊通訊與電子商務法律,9999,6BCD,MB,3,3,王立達,科技法律研究所,選修,管理學院碩士在職專班-科法組
101,2,5656,ITL5532,生物科技法律,9999,1IJK,MB,3,3,陳鋕雄,科技法律研究所,選修,管理學院碩士在職專班-科法組
101,2,5657,ITL5546,美國專利訴訟實務,9999,3IJK,ES806,3,3,劉尚志,科技法律研究所,選修,管理學院碩士在職專班-科法組
101,2,5658,ITL5561,專利撰寫申請與審查,9999,5IJK,ES806,3,3,劉尚志,科技法律研究所,選修,管理學院碩士在職專班-科法組
101,2,5660,ITL5613,專利法與實務專題,9999,2IJK,ES806,3,3,劉尚志,科技法律研究所,選修,管理學院碩士在職專班-科法組
101,2,5662,ITT5322,運輸資訊與通訊,9999,5IJK,,3,3,陳穆臻,物流管理碩士班,必修,管理學院碩士在職專班-物流組
101,2,5663,ITT5411,研究方法論,9999,6EFG,,3,3,黃承傳,物流管理碩士班,必修,管理學院碩士在職專班-物流組
101,2,5664,ITT7676,供應鏈規劃與策略,9999,6BCD,,3,3,馮正民,物流管理碩士班,必修,管理學院碩士在職專班-物流組
101,2,5666,IOF5014,期貨與選擇權,9999,6BCD,M101,3,3,郭家豪,財務金融碩博士班,必修,管理學院碩士在職專班-財金組
101,2,5668,IOF5031,投資學,9999,6EFG,M101,3,3,李漢星,財務金融碩博士班,必修,管理學院碩士在職專班-財金組
101,2,5670,IOF5084,兩岸金融,9999,2IJK,TD,3,3,承立平,資訊管理與財務金融系,選修,管理學院碩士在職專班-財金組
101,2,5671,IOF5113,企業合併與收購,9999,4IJK,M-b09,3,3,葉銀華,資訊管理與財務金融系,選修,管理學院碩士在職專班-財金組
101,2,5672,IOF5029,財務風險管理,9999,7BCD,M101,3,3,俞明德,資訊管理與財務金融系,選修,管理學院碩士在職專班-財金組
101,2,5674,IBM5011,全球經濟視野,9999,1IJK,,3,3,胡均立,經營管理研究所,必修,管理學院碩士在職專班-經管組
101,2,5675,IBM5012,企業倫理與公司治理,9999,5IJK,,3,3,林建中,科技法律研究所,必修,管理學院碩士在職專班-經管組
101,2,5677,IBM6091,資本投資決策分析,9999,3IJK,,3,3,張芳仁,經營管理研究所,選修,管理學院碩士在職專班-經管組
101,2,5679,IBM6157,策略管理,9999,4IJK,,3,3,楊千,經營管理研究所,必修,管理學院碩士在職專班-經管組
101,2,5680,MBA5210,財務管理,60,2EFG,M116,3,3,劉助,高階主管管理碩士學程,必修,企業管理碩士學位學程
101,2,5681,MBA5211,海外研習,9999,1BCD,M116,3,3,唐瓔璋,經營管理研究所,必修,企業管理碩士學位學程
101,2,5682,MBA5214,管理經濟,9999,3BCD,AB101,3,3,胡均立,經營管理研究所,必修,企業管理碩士學位學程
101,2,5683,MBA5217,全球科技策略,9999,4BCD,A203,3,3,黃仕斌,科技管理研究所,必修,企業管理碩士學位學程
101,2,5684,MBA5220,全球供應鏈管理,9999,3IJK,AB103,3,3,韓復華,運輸與物流管理學系,必修,企業管理碩士學位學程
101,2,5685,ITL5408,生物醫學概論,9999,4IJ,A203,2,2,柯政昌,科技法律研究所,選修,管理學院碩士在職專班-科法組
101,2,5686,IBI5003,博士班書報討論（C）醫學士博士組,9999,2IJ,LI101,1,2,吳妍華,生物科技學系,必修,生物科技學系
101,2,5687,IBT5300,專題演講,9999,2EF,BA106,1,2,鄒協成,生物科技學系,必修,生物科技學系
101,2,5688,IBT5319,論文研究-生物科技組,9999,2G,BA106,1,1,吳東昆,生物科技學系,必修,生物科技學系
101,2,5689,IBT5406,博士班書報討論（A）,9999,2H,BC205,1,1,彭慧玲,生物科技學系,必修,生物科技學系
101,2,5690,IBT5456,碩士班書報討論-生物醫學組,15,2D,C109,1,1,梁美智,生物科技學系,必修,生物科技學系
101,2,5691,IBT5457,碩士班書報討論-生化與分生組,15,2D,BC202,1,1,楊裕雄,生物科技學系,必修,生物科技學系
101,2,5692,IBT5458,碩士班書報討論-生物電子組,15,5H,BC201,1,1,袁俊傑,生物科技學系,必修,生物科技學系
101,2,5693,IBT5460,碩士班書報討論-生物材料組,15,2H,BA302,1,1,柯立偉,生物科技學系,必修,生物科技學系
101,2,5694,IBT5527,免疫學,9999,5EFG,BC200,3,3,廖光文,生物科技學系,選修,生物科技學系
101,2,5695,IBT5528,微生物生理及遺傳實驗,9999,5BCD,,1,3,曾慶平,生物科技學系,必修,生物科技學系
101,2,5696,IBT5534,腫瘤免疫實驗技術,9999,6CD,BC205,2,2,廖光文,生物科技學系,選修,生物科技學系
101,2,5697,IBT5537,生物光譜學,9999,4CD,EF253,2,2,高雅婷,生物科技學系,選修,生物科技學系
101,2,5698,IBT5538,光電生物物理技術,9999,3CD,BC205,2,2,高雅婷,生物科技學系,選修,生物科技學系
101,2,5699,IBT5539,酵素動力學,9999,4EF,BC205,2,2,高雅婷,生物科技學系,選修,生物科技學系
101,2,5700,IBT5565,生物有機實驗技術,9999,5IJK,,1,3,吳東昆,生物科技學系,必修,生物科技學系
101,2,5701,IBT5566,蛋白質物理生化學,9999,3BCD,BB106,3,3,張家靖,生物科技學系,選修,生物科技學系
101,2,5702,IBT5585,微生物遺傳實驗,9999,1IJK,C308,1,3,彭慧玲,生物科技學系,必修,生物科技學系
101,2,5703,IBT5608,顯微鏡在細胞學之應用,20,2CD,BC200,2,2,黃兆祺,生物科技學系,選修,生物科技學系
101,2,5704,IBT5631,細菌致病機制,9999,1CD,BC205,2,2,彭慧玲,生物科技學系,必修,生物科技學系
101,2,5705,IBT5579,奈米生物元件,9999,2IJK,BC202,3,3,陳昱勳,生物科技學系,選修,生物科技學系
101,2,5706,IBD5008,分子抗癌特論,9999,1EFG,BB106,3,3,趙瑞益,生物科技學系,選修,分子醫學與生物工程研究所
101,2,5708,IBD5009,免疫診斷技術及應用,9999,3EFG,BA106,3,3,陳文亮,生物科技學系,選修,分子醫學與生物工程研究所
101,2,5710,IBD5010,神經科學,9999,3BCD,BC207,3,3,曲在雯,生物科技學系,選修,分子醫學與生物工程研究所
101,2,5712,IBE5000,論文研究-分子醫學與生物工程組,9999,2G,BC200,1,1,楊昀良,生物科技學系,必修,分子醫學與生物工程研究所
101,2,5716,IBE5022,對比劑與分子影像學,9999,2ABC,BC202,3,3,王雲銘,生物科技學系,選修,分子醫學與生物工程研究所
101,2,5718,IBE5034,高等生物工程,9999,3EF,BC200,2,2,曲在雯,生物科技學系,必修,分子醫學與生物工程研究所
101,2,5720,IBE5037,分子真菌學,9999,4CD,BC207,2,2,楊昀良,生物科技學系,選修,分子醫學與生物工程研究所
101,2,5722,IBE5044,聽力科學,9999,5EFG,BC205,3,3,曲在雯,生物科技學系,選修,分子醫學與生物工程研究所
101,2,5724,IBE5046,神經生物學研究技術,9999,1EFG,BC205,3,3,曲在雯,生物科技學系,選修,分子醫學與生物工程研究所
101,2,5726,IBE5052,轉譯醫學:病理學,9999,4CD,BA205,2,2,王志宏,生物科技學系,選修,分子醫學與生物工程研究所
101,2,5728,IBE5053,神經反饋於臨床應用,9999,1EFG,BA302,3,3,柯立偉,生物科技學系,選修,分子醫學與生物工程研究所
101,2,5730,IBT5504,生物晶片實作,9999,6ABCDEF,,2,6,黃遠東,電子工程學系,選修,分子醫學與生物工程研究所
101,2,5732,IBI5001,論文研究-生物資訊組,9999,1D,BA106,1,1,林勇欣,生物科技學系,必修,生物資訊及系統生物研究所
101,2,5733,IBT5459,碩士班書報討論-生物資訊組,9999,,,1,1,林勇欣,生物科技學系,必修,生物資訊及系統生物研究所
101,2,5734,IBI5002,博士班書報討論（B）,9999,1C,BA106,1,1,林勇欣,生物科技學系,必修,生物資訊及系統生物研究所
101,2,5736,IBI5116,生物統計應用方法,9999,3BCD,A203,3,3,王維菁,統計學研究所,選修,生物資訊及系統生物研究所
101,2,5737,IBI5121,智慧型機器學習與電腦輔助藥物設計,9999,4EFG,BA301,3,3,楊進木,生物科技學系,選修,生物資訊及系統生物研究所
101,2,5738,IBI5131,分子演化,9999,3BCD,BA301,3,3,林勇欣,生物科技學系,選修,生物資訊及系統生物研究所
101,2,5740,IBI5135,中階心臟電氣學,9999,3BCD,BC201,3,3,楊騰芳,生物科技學系,選修,生物資訊及系統生物研究所
101,2,5742,IBI5139,生物影像資訊學,9999,3EFG,BC202,3,3,何信瑩,生物科技學系,選修,生物資訊及系統生物研究所
101,2,5743,IBI5141,心臟電氣學特論,9999,3EFG,BC201,3,3,楊騰芳,生物科技學系,選修,生物資訊及系統生物研究所
101,2,5744,IBI5142,臨床試驗及證據醫學,9999,2BCD,BC208,3,3,楊騰芳,生物科技學系,選修,生物資訊及系統生物研究所
101,2,5745,IBI5149,計算生物無機化學,9999,3EFG,BA301,3,3,尤禎祥,生物科技學系,選修,生物資訊及系統生物研究所
101,2,5746,IBI5150,分散運算式網頁伺服器設計,9999,3EFG,BB106,3,3,羅惟正,生物科技學系,選修,生物資訊及系統生物研究所
101,2,5747,IBI5156,雲端生物資訊演算法理論與實作,9999,4EFG,BC208,3,3,洪瑞鴻,生物科技學系,選修,生物資訊及系統生物研究所
101,2,5754,IBT5580,生物量子系統,9999,5IJK,BC202,3,3,陳昱勳,生物科技學系,選修,生物科技學系
101,2,5755,IBE5054,實驗動物學概論,9999,3EFG,BC205,3,3,林岳晟,生物科技學系,選修,分子醫學與生物工程研究所
101,2,5756,IBE5055,實驗動物疾病學,9999,4EFG,BC202,3,3,林岳晟,生物科技學系,選修,分子醫學與生物工程研究所
101,2,5757,ICT5324,傳播理論,9999,5BCD,F216,3,3,陳延昇,傳播研究所,必修,傳播研究所
101,2,5758,ICT5324,傳播理論,9999,5BCD,HK206,3,3,黃靜蓉,傳播與科技學系,必修,傳播研究所
101,2,5760,ICT5335,研究方法專題:統計與SPSS應用,9999,1EFG,F216,3,3,陳延昇,傳播研究所,選修,傳播研究所
101,2,5761,ICT5348,傳播研究方法:質化取向,9999,4BCD,F216,3,3,郭良文,傳播研究所,選修,傳播研究所
101,2,5762,ICT5359,互動廣告與行銷,9999,2BCD,HK206,3,3,林慧斐,傳播與科技學系,選修,傳播研究所
101,2,5763,ICT5369,人機互動設計:文化觀察與體驗,9999,5EFG,F109,3,3,董芳武,傳播研究所,選修,傳播研究所
101,2,5764,ICT5370,社會統計,25,2EFG,HK206,3,3,林日璇,傳播與科技學系,選修,傳播研究所
101,2,5765,ICT5531,組織傳播,9999,2BCD,F216,3,3,李秀珠,傳播研究所,選修,傳播研究所
101,2,5766,ICT5565,數位電視製作,9999,3EFG,F216,3,3,楊台恩,傳播研究所,選修,傳播研究所
101,2,5767,ICT5682,消費社會與流行文化,15,4EFG,HK206,3,3,張玉佩,傳播與科技學系,選修,傳播研究所
101,2,5768,IAA5300,藝術與設計專題研討,9999,4BCD,HA316,1,3,林銘煌,應用藝術研究所,必修,應用藝術研究所
101,2,5769,IAA5303,設計個別研究,9999,6BCD,HA322,3,3,林銘煌,應用藝術研究所,選修,應用藝術研究所
101,2,5771,IAA5303,設計個別研究,9999,6BCD,HA316,3,3,陳一平,應用藝術研究所,選修,應用藝術研究所
101,2,5772,IAA5303,設計個別研究,9999,6BCD,HA323,3,3,莊明振,應用藝術研究所,選修,應用藝術研究所
101,2,5773,IAA5303,設計個別研究,9999,6BCD,HA312,3,3,賴雯淑,應用藝術研究所,選修,應用藝術研究所
101,2,5774,IAA5328,視知覺,50,3IJK,HA316,3,3,陳一平,應用藝術研究所,必修,應用藝術研究所
101,2,5775,IAA5344,設計心理學研究方法,9999,2IJK,HA312,3,3,陳一平,應用藝術研究所,選修,應用藝術研究所
101,2,5776,IAA5350,感性工學特論,9999,4EFG,HA322,3,3,莊明振,應用藝術研究所,選修,應用藝術研究所
101,2,5777,IAA5364,藝術研究深論,9999,2EFG,HA314,3,3,賴雯淑,應用藝術研究所,選修,應用藝術研究所
101,2,5778,IAA5368,二十一世紀的藝術,9999,4EFG,HA314,3,3,賴雯淑,應用藝術研究所,選修,應用藝術研究所
101,2,5779,IAA5374,使用經驗專題設計,9999,2IJK,HA322,3,3,莊雅量,應用藝術研究所,選修,應用藝術研究所
101,2,5780,IAA5384,工業設計(二),9999,3CDX,HA322,3,3,林銘煌,應用藝術研究所,選修,應用藝術研究所
101,2,5781,IAA5394,動畫、動作與動力學特論,9999,2BCD,HA316,3,3,謝啟民,應用藝術研究所,選修,應用藝術研究所
101,2,5782,IAA5473,設計質性研究,9999,2CDX,HA322,3,3,林銘煌,應用藝術研究所,選修,應用藝術研究所
101,2,5783,IAA5474,設計工作坊,9999,5EFG,FB13,1,1,林銘煌,應用藝術研究所,選修,應用藝術研究所
101,2,5784,IAA5475,跨領域數位藝術,9999,3BCD,HA314,3,3,謝啟民,應用藝術研究所,選修,應用藝術研究所
101,2,5786,IAA5477,詩意與創意,30,3EFG,HA316,3,3,曾淑美,應用藝術研究所,選修,應用藝術研究所
101,2,5787,IAA5508,設計研究,9999,2EFG,HA322,3,3,莊明振,應用藝術研究所,必修,應用藝術研究所
101,2,5788,ILC5100,個別專題研究,9999,1B,,1,1,廖秀真,外國語文學系,必修,外國語文學系外國文學與語言學碩士班
101,2,5789,ILC5100,個別專題研究,9999,1B,,1,1,林若望,外國語文學系,必修,外國語文學系外國文學與語言學碩士班
101,2,5790,ILC5103,音韻學,9999,1EFG,F322,3,3,盧郁安,外國語文學系,必修,外國語文學系外國文學與語言學碩士班
101,2,5791,ILC5128,邏輯語意學,15,4BCD,F203,3,3,林若望,外國語文學系,必修,外國語文學系外國文學與語言學碩士班
101,2,5792,ILC5162,句法學專題,9999,2BCD,F203,3,3,劉辰生,外國語文學系,選修,外國語文學系外國文學與語言學碩士班
101,2,5793,ILC5214,專業演講與學術會議,9999,2H,,1,1,Sean Bolton,外國語文學系,必修,外國語文學系外國文學與語言學碩士班
101,2,5794,ILC5219,句法學二:功能語法,9999,3BCD,F101A,3,3,劉美君,外國語文學系,必修,外國語文學系外國文學與語言學碩士班
101,2,5796,ILC5240,符號學與精神分析,9999,4EFG,F322,3,3,Earl Jackson,外國語文學系,選修,外國語文學系外國文學與語言學碩士班
101,2,5797,ILC5241,生控體、制動控制學、與網路叛客,16,3BCD,F206,3,3,Sean Bolton,外國語文學系,選修,外國語文學系外國文學與語言學碩士班
101,2,5798,IMU5103,音樂論壇,9999,2EF,論壇,0,2,金立群,音樂研究所,必修,音樂研究所
101,2,5799,IMU5105,音樂研究實務 (演奏組),10,2CD,HA318,1,2,金立群,音樂研究所,必修,音樂研究所
101,2,5800,IMU5107,音樂研究實務 (音樂學組與創作組),10,2CD,HA321,1,2,高雅俐,音樂研究所,必修,音樂研究所
101,2,5801,IMU5200,音樂理論二:B組,9999,1GH,HA321,2,2,吳慈菁,音樂研究所,選修,音樂研究所
101,2,5802,IMU5214,演奏探討,15,4EFG,HA318,3,3,Lynn Raley,音樂研究所,必修,音樂研究所
101,2,5803,IMU5282,實驗音樂即興,15,3GH,論壇,1,2,董昭民,音樂研究所,選修,音樂研究所
101,2,5804,IMU5319,即時數位影音合成二,15,3CD,論壇,2,2,董昭民,音樂研究所,選修,音樂研究所
101,2,5805,IMU5339,風格管絃樂法,15,3CD,HA318,2,2,李子聲,音樂研究所,選修,音樂研究所
101,2,5806,IMU5345,電腦音樂技巧:演算與互動,15,4CD,論壇,2,2,曾毓忠,音樂研究所,選修,音樂研究所
101,2,5807,IMU5355,音樂學理論與實務,10,3GH,HA318,1,2,金立群,音樂研究所,選修,音樂研究所
101,2,5808,IMU5356,音樂與現代性,15,1FGH,HA318,3,3,陳俊斌,音樂研究所,選修,音樂研究所
101,2,5809,IMU5357,樂曲分析導論,15,2GH,HA318,2,2,馬定一,音樂研究所,選修,音樂研究所
101,2,5810,IMU5358,美國音樂史,15,3EF,HA318,2,2,Lynn Raley,音樂研究所,選修,音樂研究所
101,2,5811,IMU5401,作曲主修,9999,3A,HA108,2,1,李子聲,音樂研究所,選修,音樂研究所
101,2,5812,IMU5401,作曲主修,9999,3E,HA306,2,1,董昭民,音樂研究所,選修,音樂研究所
101,2,5813,IMU5405,演奏主修：單簧管,9999,1D,HA315,3,1,林慶俊,音樂研究所,選修,音樂研究所
101,2,5814,IMU5406,演奏主修：法國號,9999,5E,HA315,3,1,陳彥豪,音樂研究所,選修,音樂研究所
101,2,5815,IMU5411,演奏主修：鋼琴,9999,5F,鐘樓5,3,1,Lynn Raley,音樂研究所,選修,音樂研究所
101,2,5816,IMU5411,演奏主修：鋼琴,9999,5C,HA321,3,1,黃貞綾,音樂研究所,選修,音樂研究所
101,2,5817,IMU5411,演奏主修：鋼琴,9999,5E,鐘樓5,3,1,蔣茉莉,音樂研究所,選修,音樂研究所
101,2,5818,IMU5413,演奏主修：擊樂,9999,5E,HA319,3,1,徐伯年,音樂研究所,選修,音樂研究所
101,2,5821,IMU5418,演奏主修：小提琴,9999,5D,HA315,3,1,吳庭毓,音樂研究所,選修,音樂研究所
101,2,5822,IMU5418,演奏主修：小提琴,9999,1C,鐘樓7,3,1,李俊穎,音樂研究所,選修,音樂研究所
101,2,5823,IMU5419,演奏主修：中提琴,9999,1C,HA318,3,1,陳瑞賢,音樂研究所,選修,音樂研究所
101,2,5824,IMU5420,演奏主修：大提琴,9999,3G,HA315,3,1,侯柔安,音樂研究所,選修,音樂研究所
101,2,5825,IMU5420,演奏主修：大提琴,9999,4B,HA315,3,1,顧美瑜,音樂研究所,選修,音樂研究所
101,2,5826,IMU5435,器樂副修：大鍵琴,9999,2B,鐘樓5,1,0.5,蘇晶晶,音樂研究所,選修,音樂研究所
101,2,5827,IMU5440,器樂副修：古琴,9999,1B,鐘樓6,1,0.5,陳雯,音樂研究所,選修,音樂研究所
101,2,5828,IMU5443,室內樂,9999,1B,HA321,1,1,李俊穎,音樂研究所,選修,音樂研究所
101,2,5830,IMU5454,電腦音樂主修,9999,5B,鐘樓4,2,1,曾毓忠,音樂研究所,選修,音樂研究所
101,2,5831,IMU5455,多媒體音樂主修,9999,2B,HA306,2,1,董昭民,音樂研究所,選修,音樂研究所
101,2,5832,IAR5000,個別研究,9999,6ABC,,3,3,侯君昊,建築研究所,選修,建築研究所
101,2,5833,IAR5000,個別研究,9999,6FGH,HAB14,3,3,許倍銜,建築研究所,選修,建築研究所
101,2,5835,IAR5100,建築設計(二),9999,1FGH4FGH,HAB1,6,6,謝佑祥,建築研究所,選修,建築研究所
101,2,5836,IAR5108,建築設計(四),9999,1FGH4FGH,HA112,6,6,趙奕翔,建築研究所,選修,建築研究所
101,2,5837,IAR5177,建築環境控制(一),9999,2BCD,HA105,3,3,陳紹彬,建築研究所,選修,建築研究所
101,2,5838,IAR5130,建築設計,9999,1FGH4FGH,HA105,6,6,詹明旎,建築研究所,選修,建築研究所
101,2,5839,IAR5130,建築設計,9999,1FGH4FGH,HA102,6,6,邱文傑,建築研究所,選修,建築研究所
101,2,5840,IAR5130,建築設計,9999,1FGH4FGH,HA101,6,6,曾成德,建築研究所,選修,建築研究所
101,2,5841,IAR5146,數位專題:衍生式設計與構築,9999,4CDX,HA105,3,3,侯君昊,建築研究所,選修,建築研究所
101,2,5842,IAR5151,數位專題:混合實境,9999,2CDX,HA101,3,3,許倍銜,建築研究所,選修,建築研究所
101,2,5843,IAR5155,建築結構系統(二),9999,2HYI,HA105,3,3,張盈智,建築研究所,選修,建築研究所
101,2,5844,IAR5162,數位建築專題研討(二),9999,4FGH,HA103,1,2,侯君昊,建築研究所,選修,建築研究所
101,2,5845,IAR5172,台灣當代建築專題,9999,5CDX,HA105,3,3,王俊雄,建築研究所,選修,建築研究所
